Symbol, StockName,Sector,Industry,Currency,Sector
1028.HK,C.BANNER,Consumer Cyclical,Footwear & Accessories,CNY,Equity Securities (Main Board)
1029.HK,IRC,Industry,Full Time Employees,USD,Equity Securities (Main Board)
1030.HK,SEAZEN,NaN,NaN,CNY,Equity Securities (Main Board)
1031.HK,KINGSTON FIN,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
1033.HK,SINOPEC SSC,Energy,Oil & Gas Drilling,CNY,Equity Securities (Main Board)
1034.HK,FULLWEALTH,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1035.HK,BBI LIFE SCI,Healthcare,Biotechnology,CNY,Equity Securities (Main Board)
1036.HK,VANKE OVERSEAS,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1037.HK,MAXNERVA TECH,NaN,NaN,HKD,Equity Securities (Main Board)
1038.HK,CKI HOLDINGS,Industrials,Infrastructure Operations,HKD,Equity Securities (Main Board)
1039.HK,FORTUNET E-COMM,Consumer Cyclical,Internet Retail,CNY,Equity Securities (Main Board)
1041.HK,LAMTEX HLDGS,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
1043.HK,COSLIGHT TECH,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
1044.HK,HENGAN INT'L,Consumer Defensive,Household & Personal Products,CNY,Equity Securities (Main Board)
1045.HK,APT SATELLITE,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
1046.HK,UNIVERSE ENT,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
1047.HK,NGAI HING HONG,Basic Materials,Specialty Chemicals,HKD,Equity Securities (Main Board)
1049.HK,CELESTIAL ASIA,Consumer Cyclical,Department Stores,HKD,Equity Securities (Main Board)
1050.HK,KARRIE INT'L,Industrials,Metal Fabrication,HKD,Equity Securities (Main Board)
1051.HK,G-RESOURCES,Financial Services,Asset Management,USD,Equity Securities (Main Board)
1052.HK,YUEXIUTRANSPORT,NaN,NaN,CNY,Equity Securities (Main Board)
1053.HK,CHONGQING IRON,Basic Materials,Steel,CNY,Equity Securities (Main Board)
1055.HK,CHINA SOUTH AIR,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1057.HK,ZHEJIANG SHIBAO,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
1058.HK,GUANGDONG TANN,NaN,NaN,HKD,Equity Securities (Main Board)
1059.HK,KANTONE HOLDING,NaN,NaN,HKD,Equity Securities (Main Board)
1060.HK,ALI PICTURES,Communication Services,Entertainment,CNY,Equity Securities (Main Board)
1061.HK,ESSEX BIO-TECH,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
1062.HK,CDB INT'L INV,NaN,NaN,HKD,Investment Companies
1063.HK,SUNCORP TECH,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
1064.HK,ZHONG HUA INT'L,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1065.HK,TIANJIN CAPITAL,Industrials,Waste Management,CNY,Equity Securities (Main Board)
1066.HK,WEIGAO GROUP,Healthcare,Medical Devices,CNY,Equity Securities (Main Board)
1068.HK,YURUN FOOD,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
1069.HK,CA LOW-CARBON,Industrials,Rental & Leasing Services,HKD,Equity Securities (Main Board)
1070.HK,TCL ELECTRONICS,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
1071.HK,HUADIAN POWER,Utilities,Utilities&Diversified,CNY,Equity Securities (Main Board)
1072.HK,DONGFANG ELEC,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1073.HK,DA YU FIN,Basic Materials,Agricultural Inputs,HKD,Equity Securities (Main Board)
1075.HK,CAPINFO,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
1076.HK,IMPERIAL PAC,Consumer Cyclical,Resorts & Casinos,HKD,Equity Securities (Main Board)
1079.HK,PINE TECH,Technology,Computer Hardware,USD,Equity Securities (Main Board)
1080.HK,SHENGLI PIPE,Energy,Oil & Gas Equipment & Services,CNY,Equity Securities (Main Board)
1082.HK,HK EDU INTL,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1083.HK,TOWNGAS CHINA,Utilities,Utilities&Regulated Gas,HKD,Equity Securities (Main Board)
1084.HK,GF HYDROCOLLOID,Consumer Defensive,Farm Products,HKD,Equity Securities (Main Board)
1085.HK,HXTL,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
1086.HK,GOODBABY INTL,NaN,NaN,HKD,Equity Securities (Main Board)
1087.HK,INVESTECH HLDGS,Technology,Communication Equipment,CNY,Equity Securities (Main Board)
1088.HK,CHINA SHENHUA,Energy,Thermal Coal,CNY,Equity Securities (Main Board)
1089.HK,LEYOU TECH H,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
1090.HK,DA MING INT'L,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1091.HK,CITIC DAMENG,Basic Materials,Other Industrial Metals & Mining,HKD,Equity Securities (Main Board)
1093.HK,CSPC PHARMA,NaN,NaN,CNY,Equity Securities (Main Board)
1094.HK,C P PROCUREMENT,NaN,NaN,HKD,Equity Securities (Main Board)
1096.HK,SINO ENERGY INT,Consumer Cyclical,Footwear & Accessories,CNY,Equity Securities (Main Board)
1097.HK,I-CABLE COMM,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
1098.HK,ROAD KING INFRA,NaN,NaN,HKD,Equity Securities (Main Board)
1099.HK,SINOPHARM,Healthcare,Medical Distribution,CNY,Equity Securities (Main Board)
1100.HK,MAINLAND HOLD,Consumer Cyclical,Footwear & Accessories,HKD,Equity Securities (Main Board)
1101.HK,HUARONG ENERGY,Energy,Oil & Gas E&P,CNY,Equity Securities (Main Board)
1102.HK,ENVIRO ENERGY,Basic Materials,Building Materials,HKD,Equity Securities (Main Board)
1103.HK,DASHENG AGR FIN,Basic Materials,Agricultural Inputs,CNY,Equity Securities (Main Board)
1104.HK,APAC RESOURCES,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
1105.HK,SING TAO,Communication Services,Publishing,HKD,Equity Securities (Main Board)
1106.HK,MING LAM HLDGS,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
1107.HK,MODERN LAND,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1108.HK,LUOYANG GLASS,Industrials,Building Products & Equipment,CNY,Equity Securities (Main Board)
1109.HK,CHINA RES LAND,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1110.HK,KINGWORLD,Healthcare,Pharmaceutical Retailers,CNY,Equity Securities (Main Board)
1111.HK,CHONG HING BANK,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
1112.HK,H&H INTL HLDG,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
1113.HK,CK ASSET,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1114.HK,BRILLIANCE CHI,Consumer Cyclical,Auto Manufacturers,CNY,Equity Securities (Main Board)
1115.HK,TIBET WATER,Consumer Defensive,Beverages&Non-Alcoholic,CNY,Equity Securities (Main Board)
1116.HK,MAYER HOLDINGS,Basic Materials,Steel,CNY,Equity Securities (Main Board)
1117.HK,CH MODERN D,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1118.HK,GOLIK HOLDINGS,Basic Materials,Steel,HKD,Equity Securities (Main Board)
1119.HK,IDREAMSKY,NaN,NaN,HKD,Equity Securities (Main Board)
1120.HK,ARTS OPTICAL,Healthcare,Medical Instruments & Supplies,HKD,Equity Securities (Main Board)
1121.HK,BAOFENGMODERN,NaN,NaN,CNY,Equity Securities (Main Board)
1122.HK,QINGLING MOTORS,Industrials,Farm & Heavy Construction Machinery,CNY,Equity Securities (Main Board)
1123.HK,CHINA-HK PHOTO,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
1124.HK,COASTAL GL,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1125.HK,LAI FUNG HOLD,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
1126.HK,DREAM INT'L,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
1127.HK,LION ROCK GROUP,Communication Services,Publishing,HKD,Equity Securities (Main Board)
1128.HK,WYNN MACAU,Consumer Cyclical,Resorts & Casinos,USD,Equity Securities (Main Board)
1129.HK,WATER INDUSTRY,Utilities,Utilities&Regulated Water,HKD,Equity Securities (Main Board)
1130.HK,CHINA ENV RES,Consumer Cyclical,Auto & Truck Dealerships,HKD,Equity Securities (Main Board)
1131.HK,AGRITRADE RES,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
1132.HK,ORANGE SKY G H,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
1133.HK,HARBIN ELECTRIC,Industrials,Specialty Industrial Machinery,CNY,Equity Securities (Main Board)
1134.HK,KELFRED,Healthcare,Medical Instruments & Supplies,HKD,Equity Securities (Main Board)
1137.HK,HKTV,NaN,NaN,HKD,Equity Securities (Main Board)
1138.HK,COSCO SHIP ENGY,Industrials,Marine Shipping,CNY,Equity Securities (Main Board)
1139.HK,VICTORY GROUP,NaN,NaN,USD,Equity Securities (Main Board)
1140.HK,OP FINANCIAL,NaN,NaN,HKD,Investment Companies
1141.HK,CMBC CAPITAL,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
1142.HK,SIBERIAN MINING,Energy,Oil & Gas Refining & Marketing,HKD,Equity Securities (Main Board)
1143.HK,LINK-ASIA INTL,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
1145.HK,COURAGE INV,NaN,NaN,USD,Equity Securities (Main Board)
1146.HK,CH OUTFITTERS,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
1148.HK,POWER XINCHEN,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
1150.HK,MILAN STATION,Consumer Cyclical,Apparel Retail,HKD,Equity Securities (Main Board)
1151.HK,ELEC & ELTEK,Technology,Electronic Components,HKD,Equity Securities (Main Board)
1152.HK,MOMENTUM FIN,N/A,N/A,HKD,Equity Securities (Main Board)
1155.HK,CENTRON TELECOM,NaN,NaN,USD,Equity Securities (Main Board)
1157.HK,ZOOMLION,Industrials,Farm & Heavy Construction Machinery,CNY,Equity Securities (Main Board)
1158.HK,NC HOTEL,NaN,NaN,HKD,Equity Securities (Main Board)
1159.HK,STARLIGHT CUL,NaN,NaN,HKD,Equity Securities (Main Board)
1160.HK,YOUTH CHAMP,NaN,NaN,HKD,Investment Companies
1161.HK,WATER OASIS GP,Consumer Cyclical,Personal Services,HKD,Equity Securities (Main Board)
1164.HK,CGN MINING,Energy,Uranium,HKD,Equity Securities (Main Board)
1165.HK,SFCE,Technology,Solar,HKD,Equity Securities (Main Board)
1166.HK,SOLARTECH INT'L,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
1168.HK,SINOLINK HOLD,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
1169.HK,HAIER ELEC,Technology,Consumer Electronics,CNY,Equity Securities (Main Board)
1170.HK,KINGMAKER,Consumer Cyclical,Footwear & Accessories,HKD,Equity Securities (Main Board)
1171.HK,YANZHOU COAL,NaN,NaN,CNY,Equity Securities (Main Board)
1172.HK,MAGNUSCONCORDIA,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1173.HK,VEEKO INT'L,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
1175.HK,FRESH EXP,Consumer Defensive,Food Distribution,CNY,Equity Securities (Main Board)
1176.HK,ZHUGUANG HOLD,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1177.HK,SINO BIOPHARM,Healthcare,Biotechnology,CNY,Equity Securities (Main Board)
1178.HK,HUIYIN HLDGS GP,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
1180.HK,PARADISE ENT,Consumer Cyclical,Resorts & Casinos,HKD,Equity Securities (Main Board)
1181.HK,TANG PALACE,Consumer Cyclical,Restaurants,CNY,Equity Securities (Main Board)
1182.HK,SUCCESS DRAGON,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1183.HK,MECOM POWER,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1184.HK,S.A.S. DRAGON,Technology,Electronic Components,HKD,Equity Securities (Main Board)
1185.HK,CHINA ENERGINE,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1186.HK,CHINA RAIL CONS,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
1188.HK,HYBRID KINETIC,Consumer Cyclical,Auto Parts,HKD,Equity Securities (Main Board)
1189.HK,ROSEDALE HOTEL,Consumer Cyclical,Lodging,HKD,Equity Securities (Main Board)
1190.HK,BOLINA,NaN,NaN,USD,Equity Securities (Main Board)
1191.HK,CHINA GEM HLDGS,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
1192.HK,TITAN PETROCHEM,Industrials,Aerospace & Defense,HKD,Equity Securities (Main Board)
1193.HK,CHINA RES GAS,Utilities,Utilities&Regulated Gas,HKD,Equity Securities (Main Board)
1194.HK,BAY AREA GOLD,Basic Materials,Gold,HKD,Equity Securities (Main Board)
1195.HK,KINGWELL GROUP,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
1196.HK,REALORD GROUP,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
1198.HK,ROYALE FURN,Consumer Cyclical,Furnishings, Fixtures & Appliances,HKD,Equity Securities (Main Board)
1199.HK,COSCO SHIP PORT,NaN,NaN,USD,Equity Securities (Main Board)
1200.HK,MIDLAND HOLDING,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1201.HK,TESSON HOLDINGS,NaN,NaN,HKD,Equity Securities (Main Board)
1202.HK,CHENGDU PUTIAN,Technology,Communication Equipment,CNY,Equity Securities (Main Board)
1203.HK,GUANGNAN (HOLD),Basic Materials,Steel,HKD,Equity Securities (Main Board)
1205.HK,CITIC RESOURCES,Basic Materials,Other Industrial Metals & Mining,HKD,Equity Securities (Main Board)
1206.HK,TECHNOVATOR,Technology,Electronic Components,CNY,Equity Securities (Main Board)
1207.HK,SRE GROUP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1208.HK,MMG,Basic Materials,Other Industrial Metals & Mining,USD,Equity Securities (Main Board)
1210.HK,CHRISTINE,Consumer Defensive,Grocery Stores,CNY,Equity Securities (Main Board)
1211.HK,BYD COMPANY,Consumer Cyclical,Auto Manufacturers,CNY,Equity Securities (Main Board)
1212.HK,LIFESTYLE INT'L,NaN,NaN,HKD,Equity Securities (Main Board)
1213.HK,MOBICON GROUP,Technology,Electronics & Computer Distribution,HKD,Equity Securities (Main Board)
1215.HK,KAI YUAN HLDGS,Consumer Cyclical,Lodging,HKD,Equity Securities (Main Board)
1216.HK,ZYBANK,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
1217.HK,CH INNOVATION,NaN,NaN,HKD,Investment Companies
1218.HK,EASYKNIT INT'L,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1219.HK,TENWOW INT'L,NaN,NaN,USD,Equity Securities (Main Board)
1220.HK,ZHIDAO INT'L,Basic Materials,Aluminum,HKD,Equity Securities (Main Board)
1221.HK,SINO HOTELS,NaN,NaN,HKD,Equity Securities (Main Board)
1222.HK,WANG ON GROUP,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
1223.HK,SYMPHONY HOLD,Consumer Cyclical,Apparel Retail,HKD,Equity Securities (Main Board)
1224.HK,C C LAND,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1225.HK,LERADO FIN,NaN,NaN,USD,Equity Securities (Main Board)
1226.HK,CH INV FIN GP,NaN,NaN,HKD,Investment Companies
1227.HK,NATIONAL INV,NaN,NaN,HKD,Investment Companies
1228.HK,SUPERB SUMMIT,NaN,NaN,USD,Equity Securities (Main Board)
1229.HK,NAN NAN RES,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
1230.HK,YASHILI INT'L,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
1231.HK,NEWTON RES,Basic Materials,Steel,HKD,Equity Securities (Main Board)
1232.HK,GW TIANDI,NaN,NaN,CNY,Equity Securities (Main Board)
1233.HK,TIMES CHINA,Real Estate,Real Estate&Diversified,CNY,Equity Securities (Main Board)
1234.HK,CHINA LILANG,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
1235.HK,TRAVEL EXPERT,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
1237.HK,CH ENV TECH&BIO,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1238.HK,POWERLONG,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
1239.HK,TEAMWAY INTL GP,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
1240.HK,CNQC INT'L,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1241.HK,SHUANGHUA H,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
1243.HK,WANG ON PPT,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1245.HK,NIRAKU,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1246.HK,BOILLHEALTHCARE,NaN,NaN,HKD,Equity Securities (Main Board)
1247.HK,MIKO INTL,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1249.HK,TONLY ELEC,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
1250.HK,BE CLEAN ENERGY,Utilities,Utilities&Independent Power Producers,HKD,Equity Securities (Main Board)
1251.HK,SPT ENERGY,Energy,Oil & Gas Integrated,CNY,Equity Securities (Main Board)
1252.HK,CHINA TIANRUI,NaN,NaN,CNY,Equity Securities (Main Board)
1253.HK,GREENLAND BROAD,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1255.HK,S. CULTURE,Consumer Cyclical,Footwear & Accessories,HKD,Equity Securities (Main Board)
1257.HK,CEB GREENTECH,NaN,NaN,HKD,Equity Securities (Main Board)
1258.HK,CHINFMINING,Basic Materials,Copper,USD,Equity Securities (Main Board)
1259.HK,PROSPER FUTURE,Consumer Defensive,Household & Personal Products,CNY,Equity Securities (Main Board)
1260.HK,WONDERFUL SKY,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1262.HK,LABIXIAOXIN,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1263.HK,PC PARTNER,Technology,Computer Hardware,HKD,Equity Securities (Main Board)
1265.HK,TIANJINJINRAN,Utilities,Utilities&Regulated Gas,CNY,Equity Securities (Main Board)
1266.HK,XIWANG STEEL,Basic Materials,Steel,CNY,Equity Securities (Main Board)
1268.HK,MEIDONG AUTO,Consumer Cyclical,Auto & Truck Dealerships,CNY,Equity Securities (Main Board)
1269.HK,FIRST CAP GP,Consumer Cyclical,Auto Parts,HKD,Equity Securities (Main Board)
1270.HK,LANGHAM-SS,Consumer Cyclical,Lodging,HKD,Equity Securities (Main Board)
1271.HK,GRAND MING,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
1272.HK,DATANG ENVIRO,Industrials,Waste Management,CNY,Equity Securities (Main Board)
1273.HK,HK FINANCE GP,Financial Services,Mortgage Finance,HKD,Equity Securities (Main Board)
1275.HK,NEW CENT REIT,Real Estate,REIT&Hotel & Motel,CNY,REIT
1277.HK,KINETIC M&E,NaN,NaN,HKD,Equity Securities (Main Board)
1278.HK,CHINANEWTOWN,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1280.HK,HUIYINSMART-NEW,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
1281.HK,LT SMART ENERGY,Utilities,Utilities&Independent Power Producers,CNY,Equity Securities (Main Board)
1282.HK,GLORY SUN FIN,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
1283.HK,ACCEL GROUP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1285.HK,JIASHILI GP,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
1286.HK,IMPRO PRECISION,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1288.HK,ABC,Financial Services,Banks&Diversified,CNY,Equity Securities (Main Board)
1289.HK,SUNLIT SCI,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1290.HK,CHINA HUIRONG,Financial Services,Mortgage Finance,HKD,Equity Securities (Main Board)
1292.HK,CMA LOGISTICS,Industrials,Integrated Freight & Logistics,HKD,Equity Securities (Main Board)
1293.HK,GRAND BAOXIN,Consumer Cyclical,Auto & Truck Dealerships,CNY,Equity Securities (Main Board)
1296.HK,GUODIAN TECH,Industrials,Pollution & Treatment Controls,CNY,Equity Securities (Main Board)
1297.HK,SINOSOFT TECH,Technology,Software&Application,CNY,Equity Securities (Main Board)
